condition,bf,bf_e2
1 Accidental,2.34171483629723E-12,4.09576374070079E-18
2 Accidental,3.27320526910429E-09,6.05418731254925E-09
3 Accidental,7.587038173706320,8089.602690440750
4 Accidental,1.2234807148808000,1939.9402372567400
1 Pedagogical,1.07330596648862E-07,2.32699897739004E-09
2 Pedagogical,0.6966461188014050,728.4558766613500
3 Pedagogical,44.69512960008750,1506.9902137053700
4 Pedagogical,339.4763350665380,3003.231763094090
Generic + 1 Pedagogical,33.94305234631630,\text{NA}
