condition,bf,logbf
1 Accidental,4.095763740700785e-18,-40.03657846831217
2 Accidental,6.0541873125492515e-9,-18.922515686529977
3 Accidental,8089.602690440749,8.998334897652569
4 Accidental,1939.9402372567413,7.570412446045111
1 Pedagogical,2.3269989773900437e-9,-19.878686392080567
2 Pedagogical,728.4558766613503,6.590927056417797
3 Pedagogical,1506.9902137053652,7.317869704713814
4 Pedagogical,3003.231763094087,8.007444242192832
