condition,bf,logbf
1 Accidental,3.789813746405092e-11,-23.99611914847648
2 Accidental,1.721799086973159e-14,-31.692821576949683
3 Accidental,0.0016277706863527018,-6.420543877371642
4 Accidental,1.484651104599229e-4,-8.815160573723574
1 Pedagogical,2.2036332774410324e-10,-22.235743442039876
2 Pedagogical,0.007018612667979944,-4.959189706118821
3 Pedagogical,4.488647861482697,1.5015515119651468
4 Pedagogical,23.207543559299907,3.144477379239447
Generic + 1 Pedagogical,0.06591190795648735,-2.7194361564304472
