condition,bf,logbf
1 Accidental,7.631404382172348e-12,-25.598749226996205
2 Accidental,8.955020791600481e-13,-27.74139185162585
3 Accidental,0.6173996504186849,-0.48223873312952037
4 Accidental,0.10877587211437702,-2.218465732808113
1 Pedagogical,7.425940150140103e-11,-23.32345672671383
2 Pedagogical,0.22076339612944335,-1.5106637567212147
3 Pedagogical,5.403919514930902,1.6871245263769197
4 Pedagogical,36.97739021639843,3.610306650629184
Generic + 1 Pedagogical,0.09237050101875414,-2.381947604350387
