condition,bf,logbf
1 Accidental,4.043221162681766e-12,-26.233979424148743
2 Accidental,1.0621667708452491e-8,-18.360369798767067
3 Accidental,32.71693465539709,3.4878928232199087
4 Accidental,2.1072942968516752,0.7454048008403333
1 Pedagogical,2.5551527590199756e-7,-15.179983640823764
2 Pedagogical,2.777616240967415,1.0215930925892849
3 Pedagogical,124.39673752015047,4.823475954238916
4 Pedagogical,1839.7280094071766,7.517373018702074
Generic + 1 Pedagogical,98.07676762293288,4.585750515108657
